id,codigo,descripcion
catalogos.cie9921,W744,W744 AHOGAMIENTO Y SUMERSION NO ESPECIFICADOS: CALLES Y CARRETERAS
catalogos.cie9922,W745,W745 AHOGAMIENTO Y SUMERSION NO ESPECIFICADOS: COMERCIO Y AREAS DE SERVICIO
catalogos.cie9923,W746,W746 AHOGAMIENTO Y SUMERSION NO ESPECIFICADOS: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie9924,W747,W747 AHOGAMIENTO Y SUMERSION NO ESPECIFICADOS: GRANJA
catalogos.cie9925,W748,W748 AHOGAMIENTO Y SUMERSION NO ESPECIFICADOS: OTRO LUGAR ESPECIFICADO
catalogos.cie9926,W749,W749 AHOGAMIENTO Y SUMERSION NO ESPECIFICADOS: LUGAR NO ESPECIFICADO
catalogos.cie9927,W750,W750 SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA: VIVIENDA
catalogos.cie9928,W751,W751 SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA: INSTITUCION RESIDENCIAL
catalogos.cie9929,W752,"W752 SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie9930,W753,W753 SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie9931,W754,W754 SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA: CALLES Y CARRETERAS
catalogos.cie9932,W755,W755 SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA: COMERCIO Y AREAS DE SERVICIO
catalogos.cie9933,W756,W756 SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie9934,W757,W757 SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA: GRANJA
catalogos.cie9935,W758,W758 SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA: OTRO LUGAR ESPECIFICADO
catalogos.cie9936,W759,W759 SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA: LUGAR NO ESPECIFICADO
catalogos.cie9937,W760,W760 OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES: VIVIENDA
catalogos.cie9938,W761,W761 OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES: INSTITUCION RESIDENCIAL
catalogos.cie9939,W762,"W762 OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie9940,W763,W763 OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie9941,W764,W764 OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES: CALLES Y CARRETERAS
catalogos.cie9942,W765,W765 OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES: COMERCIO Y AREAS DE SERVICIO
catalogos.cie9943,W766,W766 OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie9944,W767,W767 OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES: GRANJA
catalogos.cie9945,W768,W768 OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES: OTRO LUGAR ESPECIFICADO
catalogos.cie9946,W769,W769 OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES: LUGAR NO ESPECIFICADO
catalogos.cie9947,W770,"W770 OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS: VIVIENDA"
catalogos.cie9948,W771,"W771 OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS: INSTITUCION RESIDENCIAL"
catalogos.cie9949,W772,"W772 OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie9950,W773,"W773 OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS: AREAS DE DEPORTE Y ATLETISMO"
catalogos.cie9951,W774,"W774 OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS: CALLES Y CARRETERAS"
catalogos.cie9952,W775,"W775 OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS: COMERCIO Y AREAS DE SERVICIO"
catalogos.cie9953,W776,"W776 OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS: AREA INDUSTRIAL Y DE LA CONSTRUCCION"
catalogos.cie9954,W777,"W777 OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS: GRANJA"
catalogos.cie9955,W778,"W778 OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS: OTRO LUGAR ESPECIFICADO"
catalogos.cie9956,W779,"W779 OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS: LUGAR NO ESPECIFICADO"
catalogos.cie9957,W780,W780 INHALACION DE CONTENIDOS GASTRICOS: VIVIENDA
catalogos.cie9958,W781,W781 INHALACION DE CONTENIDOS GASTRICOS: INSTITUCION RESIDENCIAL
catalogos.cie9959,W782,"W782 INHALACION DE CONTENIDOS GASTRICOS: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie9960,W783,W783 INHALACION DE CONTENIDOS GASTRICOS: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie9961,W784,W784 INHALACION DE CONTENIDOS GASTRICOS: CALLES Y CARRETERAS
catalogos.cie9962,W785,W785 INHALACION DE CONTENIDOS GASTRICOS: COMERCIO Y AREAS DE SERVICIO
catalogos.cie9963,W786,W786 INHALACION DE CONTENIDOS GASTRICOS: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie9964,W787,W787 INHALACION DE CONTENIDOS GASTRICOS: GRANJA
catalogos.cie9965,W788,W788 INHALACION DE CONTENIDOS GASTRICOS: OTRO LUGAR ESPECIFICADO
catalogos.cie9966,W789,W789 INHALACION DE CONTENIDOS GASTRICOS: LUGAR NO ESPECIFICADO
catalogos.cie9967,W790,W790 INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS: VIVIENDA
catalogos.cie9968,W791,W791 INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS: INSTITUCION RESIDENCIAL
catalogos.cie9969,W792,"W792 INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie9970,W793,W793 INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie9971,W794,W794 INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS: CALLES Y CARRETERAS
catalogos.cie9972,W795,W795 INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS: COMERCIO Y AREAS DE SERVICIO
catalogos.cie9973,W796,W796 INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie9974,W797,W797 INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS: GRANJA
catalogos.cie9975,W798,W798 INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS: OTRO LUGAR ESPECIFICADO
catalogos.cie9976,W799,W799 INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS: LUGAR NO ESPECIFICADO
catalogos.cie9977,W800,W800 INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS: VIVIENDA
catalogos.cie9978,W801,W801 INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS: INSTITUCION RESIDENCIAL
catalogos.cie9979,W802,"W802 INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie9980,W803,W803 INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie9981,W804,W804 INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS: CALLES Y CARRETERAS
catalogos.cie9982,W805,W805 INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS: COMERCIO Y AREAS DE SERVICIO
catalogos.cie9983,W806,W806 INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie9984,W807,W807 INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS: GRANJA
catalogos.cie9985,W808,W808 INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS: OTRO LUGAR ESPECIFICADO
catalogos.cie9986,W809,W809 INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS: LUGAR NO ESPECIFICADO
catalogos.cie9987,W810,W810 CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO: VIVIENDA
catalogos.cie9988,W811,W811 CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO: INSTITUCION RESIDENCIAL
catalogos.cie9989,W812,"W812 CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie9990,W813,W813 CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie9991,W814,W814 CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO: CALLES Y CARRETERAS
catalogos.cie9992,W815,W815 CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO: COMERCIO Y AREAS DE SERVICIO
catalogos.cie9993,W816,W816 CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie9994,W817,W817 CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO: GRANJA
catalogos.cie9995,W818,W818 CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO: OTRO LUGAR ESPECIFICADO
catalogos.cie9996,W819,W819 CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO: LUGAR NO ESPECIFICADO
catalogos.cie9997,W830,W830 OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION: VIVIENDA
catalogos.cie9998,W831,W831 OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION: INSTITUCION RESIDENCIAL
catalogos.cie9999,W832,"W832 OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie10000,W833,W833 OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie10001,W834,W834 OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION: CALLES Y CARRETERAS
catalogos.cie10002,W835,W835 OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION: COMERCIO Y AREAS DE SERVICIO
catalogos.cie10003,W836,W836 OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie10004,W837,W837 OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION: GRANJA
catalogos.cie10005,W838,W838 OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION: OTRO LUGAR ESPECIFICADO
catalogos.cie10006,W839,W839 OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION: LUGAR NO ESPECIFICADO
catalogos.cie10007,W840,W840 OBSTRUCCIONES NO ESPECIFICADA DE LA RESPIRACION: VIVIENDA
catalogos.cie10008,W841,W841 OBSTRUCCIONES NO ESPECIFICADA DE LA RESPIRACION: INSTITUCION RESIDENCIAL
catalogos.cie10009,W842,"W842 OBSTRUCCIONES NO ESPECIFICADA DE LA RESPIRACION: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie10010,W843,W843 OBSTRUCCIONES NO ESPECIFICADA DE LA RESPIRACION: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie10011,W844,W844 OBSTRUCCIONES NO ESPECIFICADA DE LA RESPIRACION: CALLES Y CARRETERAS
catalogos.cie10012,W845,W845 OBSTRUCCIONES NO ESPECIFICADA DE LA RESPIRACION: COMERCIO Y AREAS DE SERVICIO
catalogos.cie10013,W846,W846 OBSTRUCCIONES NO ESPECIFICADA DE LA RESPIRACION: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie10014,W847,W847 OBSTRUCCIONES NO ESPECIFICADA DE LA RESPIRACION: GRANJA
catalogos.cie10015,W848,W848 OBSTRUCCIONES NO ESPECIFICADA DE LA RESPIRACION: OTRO LUGAR ESPECIFICADO
catalogos.cie10016,W849,W849 OBSTRUCCIONES NO ESPECIFICADA DE LA RESPIRACION: LUGAR NO ESPECIFICADO
catalogos.cie10017,W850,W850 EXPOSICION A LINEAS DE TRANSMISION ELECTRICA: VIVIENDA
catalogos.cie10018,W851,W851 EXPOSICION A LINEAS DE TRANSMISION ELECTRICA: INSTITUCION RESIDENCIAL
catalogos.cie10019,W852,"W852 EXPOSICION A LINEAS DE TRANSMISION ELECTRICA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie10020,W853,W853 EXPOSICION A LINEAS DE TRANSMISION ELECTRICA: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie10021,W854,W854 EXPOSICION A LINEAS DE TRANSMISION ELECTRICA: CALLES Y CARRETERAS
catalogos.cie10022,W855,W855 EXPOSICION A LINEAS DE TRANSMISION ELECTRICA: COMERCIO Y AREAS DE SERVICIO
catalogos.cie10023,W856,W856 EXPOSICION A LINEAS DE TRANSMISION ELECTRICA: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie10024,W857,W857 EXPOSICION A LINEAS DE TRANSMISION ELECTRICA: GRANJA
catalogos.cie10025,W858,W858 EXPOSICION A LINEAS DE TRANSMISION ELECTRICA: OTRO LUGAR ESPECIFICADO
catalogos.cie10026,W859,W859 EXPOSICION A LINEAS DE TRANSMISION ELECTRICA: LUGAR NO ESPECIFICADO
catalogos.cie10027,W860,W860 EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS: VIVIENDA
catalogos.cie10028,W861,W861 EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS: INSTITUCION RESIDENCIAL
catalogos.cie10029,W862,"W862 EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie10030,W863,W863 EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie10031,W864,W864 EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS: CALLES Y CARRETERAS
catalogos.cie10032,W865,W865 EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS: COMERCIO Y AREAS DE SERVICIO
catalogos.cie10033,W866,W866 EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie10034,W867,W867 EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS: GRANJA
catalogos.cie10035,W868,W868 EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS: OTRO LUGAR ESPECIFICADO
catalogos.cie10036,W869,W869 EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS: LUGAR NO ESPECIFICADO
catalogos.cie10037,W870,W870 EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA: VIVIENDA
catalogos.cie10038,W871,W871 EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA: INSTITUCION RESIDENCIAL
catalogos.cie10039,W872,"W872 EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie10040,W873,W873 EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie10041,W874,W874 EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA: CALLES Y CARRETERAS
catalogos.cie10042,W875,W875 EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA: COMERCIO Y AREAS DE SERVICIO
catalogos.cie10043,W876,W876 EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie10044,W877,W877 EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA: GRANJA
catalogos.cie10045,W878,W878 EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA: OTRO LUGAR ESPECIFICADO
catalogos.cie10046,W879,W879 EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA: LUGAR NO ESPECIFICADO
catalogos.cie10047,W880,W880 EXPOSICION A RADIACION IONIZANTE: VIVIENDA
catalogos.cie10048,W881,W881 EXPOSICION A RADIACION IONIZANTE: INSTITUCION RESIDENCIAL
catalogos.cie10049,W882,"W882 EXPOSICION A RADIACION IONIZANTE: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie10050,W883,W883 EXPOSICION A RADIACION IONIZANTE: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie10051,W884,W884 EXPOSICION A RADIACION IONIZANTE: CALLES Y CARRETERAS
catalogos.cie10052,W885,W885 EXPOSICION A RADIACION IONIZANTE: COMERCIO Y AREAS DE SERVICIO
catalogos.cie10053,W886,W886 EXPOSICION A RADIACION IONIZANTE: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie10054,W887,W887 EXPOSICION A RADIACION IONIZANTE: GRANJA
catalogos.cie10055,W888,W888 EXPOSICION A RADIACION IONIZANTE: OTRO LUGAR ESPECIFICADO
catalogos.cie10056,W889,W889 EXPOSICION A RADIACION IONIZANTE: LUGAR NO ESPECIFICADO
catalogos.cie10057,W890,"W890 EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL: VIVIENDA"
catalogos.cie10058,W891,"W891 EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL: INSTITUCION RESIDENCIAL"
catalogos.cie10059,W892,"W892 EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie10060,W893,"W893 EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL: AREAS DE DEPORTE Y ATLETISMO"
catalogos.cie10061,W894,"W894 EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL: CALLES Y CARRETERAS"
catalogos.cie10062,W895,"W895 EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL: COMERCIO Y AREAS DE SERVICIO"
catalogos.cie10063,W896,"W896 EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL: AREA INDUSTRIAL Y DE LA CONSTRUCCION"
catalogos.cie10064,W897,"W897 EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL: GRANJA"
catalogos.cie10065,W898,"W898 EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL: OTRO LUGAR ESPECIFICADO"
catalogos.cie10066,W899,"W899 EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL: LUGAR NO ESPECIFICADO"
catalogos.cie10067,W900,W900 EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE: VIVIENDA
catalogos.cie10068,W901,W901 EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE: INSTITUCION RESIDENCIAL
catalogos.cie10069,W902,"W902 EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie10070,W903,W903 EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie10071,W904,W904 EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE: CALLES Y CARRETERAS
catalogos.cie10072,W905,W905 EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE: COMERCIO Y AREAS DE SERVICIO
catalogos.cie10073,W906,W906 EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie10074,W907,W907 EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE: GRANJA
catalogos.cie10075,W908,W908 EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE: OTRO LUGAR ESPECIFICADO
catalogos.cie10076,W909,W909 EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE: LUGAR NO ESPECIFICADO
catalogos.cie10077,W910,W910 EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO: VIVIENDA
catalogos.cie10078,W911,W911 EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO: INSTITUCION RESIDENCIAL
catalogos.cie10079,W912,"W912 EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie10080,W913,W913 EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie10081,W914,W914 EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO: CALLES Y CARRETERAS
catalogos.cie10082,W915,W915 EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO: COMERCIO Y AREAS DE SERVICIO
catalogos.cie10083,W916,W916 EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie10084,W917,W917 EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO: GRANJA
catalogos.cie10085,W918,W918 EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO: OTRO LUGAR ESPECIFICADO
catalogos.cie10086,W919,W919 EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO: LUGAR NO ESPECIFICADO
catalogos.cie10087,W920,W920 EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL: VIVIENDA
catalogos.cie10088,W921,W921 EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL: INSTITUCION RESIDENCIAL
catalogos.cie10089,W922,"W922 EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie10090,W923,W923 EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie10091,W924,W924 EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL: CALLES Y CARRETERAS
catalogos.cie10092,W925,W925 EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL: COMERCIO Y AREAS DE SERVICIO
catalogos.cie10093,W926,W926 EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL: AREA INDUSTRIAL Y DE LA CONSTRUCCION
catalogos.cie10094,W927,W927 EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL: GRANJA
catalogos.cie10095,W928,W928 EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL: OTRO LUGAR ESPECIFICADO
catalogos.cie10096,W929,W929 EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL: LUGAR NO ESPECIFICADO
catalogos.cie10097,W930,W930 EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL: VIVIENDA
catalogos.cie10098,W931,W931 EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL: INSTITUCION RESIDENCIAL
catalogos.cie10099,W932,"W932 EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
catalogos.cie10100,W933,W933 EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL: AREAS DE DEPORTE Y ATLETISMO
catalogos.cie10101,W934,W934 EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL: CALLES Y CARRETERAS
catalogos.cie10102,W935,W935 EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL: COMERCIO Y AREAS DE SERVICIO
